user,content,collect,forward,comment,like,userUrl
今天16:55,fisherman姜敏赫,"#电视剧琉璃##琉璃#
怼人的最高境界，哪一个最让你服气！！！ L四叶草剪辑的微博视频",收藏,转发,评论 1,4,https://weibo.com/2801675337?refer_flag=1001030103_
今天 16:55 转赞人数超过10,阿罗就是阿罗呀,今天剧情看的有点蒙啊，这这这咋都叛变了呢，小六子也太傻了吧，谁说话都信，你“师傅”会这种吗？小傻子，二师兄好惨，被同门砍了一条手臂也没出来……若玉咋直接捅最恨的剑啊，白帝这个小别扭终于做了件好事。璇玑在线护夫让我觉得早点捅司凤估计早出来了，璇玑什么时候切大号取决于司凤什么时候受伤 展开全文c,收藏,转发 2,评论 2,19,https://weibo.com/5580466703?refer_flag=1001030103_
今天 16:53 转赞人数超过300,一只鹿白,,收藏,转发 146,评论 128,397,https://weibo.com/2766575417?refer_flag=1001030103_
0,一起看好剧,"我的抖音现在完全被琉璃攻占了
一刷全是 不过刷的我很心满意足哈哈哈哈哈哈哈哈
好想嗑真人我的妈 虽然我知道这是不对的🙊#琉璃# 琉璃给我冲一冲！！
欢瑞的策略是把演员养起来 到一定年纪再放出来悄悄惊艳众人吗🙊",收藏,转发 1,评论,19,https://weibo.com/6179910941?refer_flag=1001030103_
今天 16:50 转赞人数超过1万,新浪电视,电视剧琉璃“我说过我的法力高强，你身边应该有我”#电视剧琉璃##琉璃# @电视剧琉璃 L阿罗就是阿罗呀的微博视频,收藏,转发 1469,评论 1234,10446,https://weibo.com/1642592432?refer_flag=1001030103_
今天 16:49 转赞人数超过10,剧务君,#琉璃# 全剧最全的吻戏都在这儿了！看倒数第二个舌吻，谁说司凤不行！！看得我跺脚！ L一只鹿白的微博视频,收藏,转发 3,评论 1,21,https://weibo.com/6183821453?refer_flag=1001030103_
今天 16:47 转赞人数超过10,影视剧百乐门,"#琉璃##汇剧V势力#

但凡司凤多拉几次璇玑的小手手，或许就不至于那么虐了~

司凤：娶妻我也是可以的。
璇玑：成亲只有司凤可以。

每次都是璇玑拉着司凤跑，每次都是璇玑在上，司凤在下。

“娶妻，我也是可以的！”司凤的这句话，包含了多少心意啊！！！

其实司凤的目标一直明确且坚定，只是一世又 展开全文c",收藏,转发 1,评论,13,https://weibo.com/6179910882?refer_flag=1001030103_
今天16:46,精彩一刻享不停,,收藏,转发 2,评论,4,https://weibo.com/6085757490?refer_flag=1001030103_
今天17:00,剧爱透,"#司凤是金赤鸟妖# #琉璃#
【成毅 袁冰妍】

花絮~
司凤璇玑河边摆拍~
被少女支配的司凤小身板瑟瑟发抖~ L剧爱透的微博视频",收藏,转发 1,评论,9,https://weibo.com/6183821381?refer_flag=1001030103_
今天17:00,台下十年功夫,"#司凤是金赤鸟妖# #琉璃#
【成毅 袁冰妍】

花絮~
成毅对戏突然学袁冰妍撒娇，画面一度让人崩溃啊~
司凤，这真的是你吗？ L台下十年功夫的微博视频",收藏,转发,评论,6,https://weibo.com/6063043074?refer_flag=1001030103_
今天 17:00 转赞人数超过100,影快客,"定坤认璇玑为主 意外暴露万劫八荒镜的秘密！
#琉璃##宝藏视频创造营##剧综汇精彩#
成毅/袁冰妍/刘学义/张予曦 L影快客的微博视频",收藏,转发 2,评论 29,135,https://weibo.com/7342036541?refer_flag=1001030103_
今天17:00,影视猛回头,"#琉璃美人煞#【成毅 袁冰妍】#琉璃#

司凤耍剑的时候太帅了
他的颜和他的剑法一样可舔 L影视猛回头的微博视频",收藏,转发,评论,9,https://weibo.com/6090644544?refer_flag=1001030103_
今天17:00,最in娱乐资讯,"#琉璃# 成毅丨袁冰妍

璇玑无意摘司凤面具，被美貌惊呆！
司凤的面具真是一根红线，每次都发挥出最大的作用。 L最in娱乐资讯的微博视频",收藏,转发,评论 2,7,https://weibo.com/6183820876?refer_flag=1001030103_
0,杀死烂片,"#琉璃##汇剧V势力#

司凤：宁愿死也不要你为我成魔！
璇玑：成亲之后我要你天天给我画眉！

这世上最遥远的距离，就是眼睁睁看着自己的女朋友变成了男盆友？

我看到罗侯计都眼中的泪，证明他是爱司凤的，那么问题来了，他是怎么变回璇玑的？

“天界上有一湾莲池，曾经有一位美丽的战神将军，每日在池 展开全文c",收藏,转发 2,评论,15,https://weibo.com/6041830381?refer_flag=1001030103_
今天 16:59 转赞人数超过3200,猫少女的热剧匣子,,收藏,转发 203,评论 414,3528,https://weibo.com/5113022164?refer_flag=1001030103_
0,柳飘飘有点飘,"成毅 / 袁冰妍 《#琉璃#》
doge死了，没有一对小情侣是无辜的

七夕节快乐",收藏,转发 309,评论 259,2140,https://weibo.com/3898612300?refer_flag=1001030103_
今天 16:57 转赞人数超过10,九奚山的雪,"把两段预告的糖都剪辑到一起了，司凤越来越会了！太会了太会了！！
有深情的告白“我永远都会陪着你，永远都不会离开你，永远～”
有故意耍赖：“我好像有点晕”“我快撑不住了”“再搂紧一点”
有宠溺的画眉“这是我第一次给你画，慢慢的绝对会给你画的好看～”啊啊啊太宠了，司凤好会哦！！！ 展开全文c",收藏,转发 4,评论 4,23,https://weibo.com/5524873913?refer_flag=1001030103_
今天 16:57 转赞人数超过20,数据狮,,收藏,转发,评论 7,22,https://weibo.com/1302186735?refer_flag=1001030103_
今天16:56,四叶草剪辑,"你笑起来好好看
就像我刚刚吃的冰镇酒酿一样
刚喝进去的时候冰冰凉凉的
但其实呢 又醉又甜人

这里的司凤超级温柔，不紧不慢的向璇玑描述食物的味道和人心情的相通之处，被璇玑调戏时害羞低头浅笑那一下有点杀我

成毅×禹司凤‖袁冰妍×褚璇玑#电视剧琉璃##琉璃# L九奚山的雪的微博视频",收藏,转发,评论 3,4,https://weibo.com/6019922122?refer_flag=1001030103_
0,喵酱的小剧场,"#电视剧资讯#8月24日，网络剧新媒体热播榜TOP5:
1、成毅/袁冰妍#琉璃#；
2、宋佳/喻恩泰#白色月光#；
3、朱一龙/毛晓彤#重启之极海听雷#；
4、郭涛/杨子姗#摩天大楼#；
5、鹿晗/吴磊#穿越火线#。",收藏,转发 5,评论 21,47,https://weibo.com/2729193923?refer_flag=1001030103_
今天16:55,fisherman姜敏赫,"#电视剧琉璃##琉璃#
怼人的最高境界，哪一个最让你服气！！！ L四叶草剪辑的微博视频",收藏,转发,评论 1,4,https://weibo.com/2801675337?refer_flag=1001030103_
今天 16:55 转赞人数超过10,阿罗就是阿罗呀,今天剧情看的有点蒙啊，这这这咋都叛变了呢，小六子也太傻了吧，谁说话都信，你“师傅”会这种吗？小傻子，二师兄好惨，被同门砍了一条手臂也没出来……若玉咋直接捅最恨的剑啊，白帝这个小别扭终于做了件好事。璇玑在线护夫让我觉得早点捅司凤估计早出来了，璇玑什么时候切大号取决于司凤什么时候受伤 展开全文c,收藏,转发 2,评论 2,19,https://weibo.com/5580466703?refer_flag=1001030103_
今天 16:53 转赞人数超过300,一只鹿白,,收藏,转发 146,评论 128,397,https://weibo.com/2766575417?refer_flag=1001030103_
0,一起看好剧,"我的抖音现在完全被琉璃攻占了
一刷全是 不过刷的我很心满意足哈哈哈哈哈哈哈哈
好想嗑真人我的妈 虽然我知道这是不对的🙊#琉璃# 琉璃给我冲一冲！！
欢瑞的策略是把演员养起来 到一定年纪再放出来悄悄惊艳众人吗🙊",收藏,转发 1,评论,19,https://weibo.com/6179910941?refer_flag=1001030103_
今天 16:50 转赞人数超过1万,新浪电视,电视剧琉璃“我说过我的法力高强，你身边应该有我”#电视剧琉璃##琉璃# @电视剧琉璃 L阿罗就是阿罗呀的微博视频,收藏,转发 1469,评论 1234,10446,https://weibo.com/1642592432?refer_flag=1001030103_
今天 16:49 转赞人数超过10,剧务君,#琉璃# 全剧最全的吻戏都在这儿了！看倒数第二个舌吻，谁说司凤不行！！看得我跺脚！ L一只鹿白的微博视频,收藏,转发 3,评论 1,21,https://weibo.com/6183821453?refer_flag=1001030103_
今天 16:47 转赞人数超过10,影视剧百乐门,"#琉璃##汇剧V势力#

但凡司凤多拉几次璇玑的小手手，或许就不至于那么虐了~

司凤：娶妻我也是可以的。
璇玑：成亲只有司凤可以。

每次都是璇玑拉着司凤跑，每次都是璇玑在上，司凤在下。

“娶妻，我也是可以的！”司凤的这句话，包含了多少心意啊！！！

其实司凤的目标一直明确且坚定，只是一世又 展开全文c",收藏,转发 1,评论,13,https://weibo.com/6179910882?refer_flag=1001030103_
今天16:46,精彩一刻享不停,,收藏,转发 2,评论,4,https://weibo.com/6085757490?refer_flag=1001030103_
今天17:00,剧爱透,"#司凤是金赤鸟妖# #琉璃#
【成毅 袁冰妍】

花絮~
司凤璇玑河边摆拍~
被少女支配的司凤小身板瑟瑟发抖~ L剧爱透的微博视频",收藏,转发 1,评论,9,https://weibo.com/6183821381?refer_flag=1001030103_
今天17:00,台下十年功夫,"#司凤是金赤鸟妖# #琉璃#
【成毅 袁冰妍】

花絮~
成毅对戏突然学袁冰妍撒娇，画面一度让人崩溃啊~
司凤，这真的是你吗？ L台下十年功夫的微博视频",收藏,转发,评论,6,https://weibo.com/6063043074?refer_flag=1001030103_
今天 17:00 转赞人数超过100,影快客,"定坤认璇玑为主 意外暴露万劫八荒镜的秘密！
#琉璃##宝藏视频创造营##剧综汇精彩#
成毅/袁冰妍/刘学义/张予曦 L影快客的微博视频",收藏,转发 2,评论 29,135,https://weibo.com/7342036541?refer_flag=1001030103_
今天17:00,影视猛回头,"#琉璃美人煞#【成毅 袁冰妍】#琉璃#

司凤耍剑的时候太帅了
他的颜和他的剑法一样可舔 L影视猛回头的微博视频",收藏,转发,评论,9,https://weibo.com/6090644544?refer_flag=1001030103_
今天17:00,最in娱乐资讯,"#琉璃# 成毅丨袁冰妍

璇玑无意摘司凤面具，被美貌惊呆！
司凤的面具真是一根红线，每次都发挥出最大的作用。 L最in娱乐资讯的微博视频",收藏,转发,评论 2,7,https://weibo.com/6183820876?refer_flag=1001030103_
0,杀死烂片,"#琉璃##汇剧V势力#

司凤：宁愿死也不要你为我成魔！
璇玑：成亲之后我要你天天给我画眉！

这世上最遥远的距离，就是眼睁睁看着自己的女朋友变成了男盆友？

我看到罗侯计都眼中的泪，证明他是爱司凤的，那么问题来了，他是怎么变回璇玑的？

“天界上有一湾莲池，曾经有一位美丽的战神将军，每日在池 展开全文c",收藏,转发 2,评论,15,https://weibo.com/6041830381?refer_flag=1001030103_
今天 16:59 转赞人数超过3200,猫少女的热剧匣子,,收藏,转发 203,评论 414,3528,https://weibo.com/5113022164?refer_flag=1001030103_
0,柳飘飘有点飘,"成毅 / 袁冰妍 《#琉璃#》
doge死了，没有一对小情侣是无辜的

七夕节快乐",收藏,转发 309,评论 259,2140,https://weibo.com/3898612300?refer_flag=1001030103_
今天 16:57 转赞人数超过10,九奚山的雪,"把两段预告的糖都剪辑到一起了，司凤越来越会了！太会了太会了！！
有深情的告白“我永远都会陪着你，永远都不会离开你，永远～”
有故意耍赖：“我好像有点晕”“我快撑不住了”“再搂紧一点”
有宠溺的画眉“这是我第一次给你画，慢慢的绝对会给你画的好看～”啊啊啊太宠了，司凤好会哦！！！ 展开全文c",收藏,转发 4,评论 4,23,https://weibo.com/5524873913?refer_flag=1001030103_
今天 16:57 转赞人数超过20,数据狮,,收藏,转发,评论 7,22,https://weibo.com/1302186735?refer_flag=1001030103_
今天16:56,四叶草剪辑,"你笑起来好好看
就像我刚刚吃的冰镇酒酿一样
刚喝进去的时候冰冰凉凉的
但其实呢 又醉又甜人

这里的司凤超级温柔，不紧不慢的向璇玑描述食物的味道和人心情的相通之处，被璇玑调戏时害羞低头浅笑那一下有点杀我

成毅×禹司凤‖袁冰妍×褚璇玑#电视剧琉璃##琉璃# L九奚山的雪的微博视频",收藏,转发,评论 3,4,https://weibo.com/6019922122?refer_flag=1001030103_
0,喵酱的小剧场,"#电视剧资讯#8月24日，网络剧新媒体热播榜TOP5:
1、成毅/袁冰妍#琉璃#；
2、宋佳/喻恩泰#白色月光#；
3、朱一龙/毛晓彤#重启之极海听雷#；
4、郭涛/杨子姗#摩天大楼#；
5、鹿晗/吴磊#穿越火线#。",收藏,转发 5,评论 21,47,https://weibo.com/2729193923?refer_flag=1001030103_
今天16:55,fisherman姜敏赫,"#电视剧琉璃##琉璃#
怼人的最高境界，哪一个最让你服气！！！ L四叶草剪辑的微博视频",收藏,转发,评论 1,4,https://weibo.com/2801675337?refer_flag=1001030103_
今天 16:55 转赞人数超过10,阿罗就是阿罗呀,今天剧情看的有点蒙啊，这这这咋都叛变了呢，小六子也太傻了吧，谁说话都信，你“师傅”会这种吗？小傻子，二师兄好惨，被同门砍了一条手臂也没出来……若玉咋直接捅最恨的剑啊，白帝这个小别扭终于做了件好事。璇玑在线护夫让我觉得早点捅司凤估计早出来了，璇玑什么时候切大号取决于司凤什么时候受伤 展开全文c,收藏,转发 2,评论 2,19,https://weibo.com/5580466703?refer_flag=1001030103_
今天 16:53 转赞人数超过300,一只鹿白,,收藏,转发 146,评论 128,397,https://weibo.com/2766575417?refer_flag=1001030103_
0,一起看好剧,"我的抖音现在完全被琉璃攻占了
一刷全是 不过刷的我很心满意足哈哈哈哈哈哈哈哈
好想嗑真人我的妈 虽然我知道这是不对的🙊#琉璃# 琉璃给我冲一冲！！
欢瑞的策略是把演员养起来 到一定年纪再放出来悄悄惊艳众人吗🙊",收藏,转发 1,评论,19,https://weibo.com/6179910941?refer_flag=1001030103_
今天 16:50 转赞人数超过1万,新浪电视,电视剧琉璃“我说过我的法力高强，你身边应该有我”#电视剧琉璃##琉璃# @电视剧琉璃 L阿罗就是阿罗呀的微博视频,收藏,转发 1469,评论 1234,10446,https://weibo.com/1642592432?refer_flag=1001030103_
今天 16:49 转赞人数超过10,剧务君,#琉璃# 全剧最全的吻戏都在这儿了！看倒数第二个舌吻，谁说司凤不行！！看得我跺脚！ L一只鹿白的微博视频,收藏,转发 3,评论 1,21,https://weibo.com/6183821453?refer_flag=1001030103_
今天 16:47 转赞人数超过10,影视剧百乐门,"#琉璃##汇剧V势力#

但凡司凤多拉几次璇玑的小手手，或许就不至于那么虐了~

司凤：娶妻我也是可以的。
璇玑：成亲只有司凤可以。

每次都是璇玑拉着司凤跑，每次都是璇玑在上，司凤在下。

“娶妻，我也是可以的！”司凤的这句话，包含了多少心意啊！！！

其实司凤的目标一直明确且坚定，只是一世又 展开全文c",收藏,转发 1,评论,13,https://weibo.com/6179910882?refer_flag=1001030103_
今天16:46,精彩一刻享不停,,收藏,转发 2,评论,4,https://weibo.com/6085757490?refer_flag=1001030103_
今天17:00,剧爱透,"#司凤是金赤鸟妖# #琉璃#
【成毅 袁冰妍】

花絮~
司凤璇玑河边摆拍~
被少女支配的司凤小身板瑟瑟发抖~ L剧爱透的微博视频",收藏,转发 1,评论,9,https://weibo.com/6183821381?refer_flag=1001030103_
